category,price,quantity,delivery_status,payment_method,device_type,channel,customer_segment,order_month,order_day_of_week,order_hour,shipping_delay_days
Electronics,193.39,1,Delivered,PayPal,Mobile,Organic,Returning,4,1,14,5.0
Home,8.43,4,Delivered,PayPal,Tablet,Social,Returning,4,1,14,5.0
Clothing,345.97,3,Delivered,Credit Card,Tablet,Email,Returning,4,1,14,5.0
Clothing,499.85,1,Delivered,Apple Pay,Desktop,Social,VIP,4,1,14,6.0
Home,397.35,2,Delivered,Debit Card,Mobile,Organic,VIP,4,1,14,5.0
Home,349.21,2,Delivered,Credit Card,Tablet,Email,VIP,4,1,14,5.0
Beauty,142.41,3,Delivered,Credit Card,Mobile,Organic,VIP,4,1,14,1.0
Electronics,289.12,2,Delivered,Google Pay,Desktop,Paid Search,VIP,4,1,14,5.0
Electronics,243.38,5,Shipped,Google Pay,Mobile,Email,Returning,4,1,14,5.0
Toys,93.72,1,Shipped,Credit Card,Desktop,Social,VIP,4,1,14,6.0
Clothing,486.02,2,Delivered,PayPal,Desktop,Organic,VIP,4,1,14,2.0
Clothing,315.52,4,Delivered,Debit Card,Tablet,Social,VIP,4,1,14,4.0
Electronics,228.6,1,Shipped,Credit Card,Desktop,Social,Returning,4,1,14,3.0
Clothing,479.95,2,Shipped,Debit Card,Desktop,Social,VIP,4,1,14,2.0
Toys,76.16,3,Delivered,Google Pay,Mobile,Email,VIP,4,1,14,1.0
Home,347.83,1,Delivered,Google Pay,Mobile,Organic,VIP,4,1,14,1.0
Beauty,42.85,2,Shipped,Apple Pay,Desktop,Email,VIP,4,1,14,6.0
Home,114.12,1,Delivered,PayPal,Mobile,Paid Search,VIP,4,1,14,1.0
Home,438.99,3,Shipped,Google Pay,Tablet,Social,VIP,4,1,14,1.0
Beauty,139.42,3,Delivered,Apple Pay,Tablet,Email,Returning,4,1,14,4.0
Electronics,172.7,1,Shipped,Google Pay,Mobile,Paid Search,Returning,4,1,14,3.0
Toys,425.81,2,Delivered,Credit Card,Desktop,Social,Returning,4,1,14,2.0
Beauty,180.62,1,Delivered,Credit Card,Desktop,Organic,VIP,5,2,14,3.0
Clothing,70.16,1,Delivered,PayPal,Mobile,Email,VIP,5,2,14,7.0
Books,277.44,1,Shipped,PayPal,Desktop,Email,New,5,2,14,2.0
Home,361.95,1,Delivered,Credit Card,Mobile,Organic,VIP,5,2,14,5.0
Books,324.95,1,Shipped,Credit Card,Desktop,Organic,VIP,5,2,14,1.0
Home,493.0,1,Delivered,Credit Card,Desktop,Email,VIP,5,2,14,2.0
Beauty,463.76,6,Shipped,Credit Card,Tablet,Paid Search,Returning,5,2,14,7.0
Beauty,81.89,3,Delivered,Debit Card,Mobile,Email,VIP,5,2,14,6.0
Beauty,281.04,1,Delivered,Apple Pay,Mobile,Social,VIP,5,2,14,6.0
Toys,218.93,3,Delivered,Google Pay,Mobile,Email,Returning,5,2,14,7.0
Electronics,17.79,4,Delivered,Debit Card,Mobile,Email,VIP,5,2,14,5.0
Home,84.43,3,Shipped,Debit Card,Mobile,Email,Returning,5,2,14,2.0
Home,26.09,4,Delivered,Credit Card,Mobile,Paid Search,VIP,5,2,14,2.0
Clothing,82.53,1,Delivered,Debit Card,Desktop,Paid Search,VIP,5,2,14,5.0
Electronics,199.74,3,Delivered,Google Pay,Mobile,Organic,VIP,5,2,14,7.0
Clothing,492.32,1,Delivered,Credit Card,Desktop,Organic,Returning,5,2,14,5.0
Clothing,339.53,3,Delivered,Apple Pay,Mobile,Organic,Returning,5,2,14,4.0
Electronics,378.22,1,Shipped,PayPal,Desktop,Paid Search,Returning,5,2,14,5.0
Electronics,490.97,2,Returned,PayPal,Tablet,Paid Search,VIP,5,2,14,4.0
Clothing,493.85,3,Delivered,Credit Card,Tablet,Organic,VIP,5,2,14,6.0
Books,404.05,1,Delivered,Google Pay,Tablet,Organic,VIP,5,2,14,7.0
Electronics,334.54,2,Delivered,Debit Card,Desktop,Organic,Returning,5,2,14,2.0
Clothing,419.05,1,Delivered,Apple Pay,Desktop,Email,VIP,5,2,14,6.0
Electronics,343.98,4,Delivered,Google Pay,Tablet,Organic,Returning,5,2,14,1.0
Clothing,64.53,1,Delivered,Debit Card,Tablet,Social,Returning,5,2,14,3.0
Toys,234.85,2,Delivered,Google Pay,Tablet,Paid Search,VIP,5,2,14,5.0
Books,92.95,2,Delivered,Debit Card,Tablet,Email,VIP,5,2,14,7.0
Electronics,384.55,5,Pending,Debit Card,Desktop,Email,Returning,5,2,14,5.0
Clothing,322.23,1,Returned,Google Pay,Tablet,Organic,VIP,5,2,14,5.0
Toys,465.6,1,Delivered,Google Pay,Desktop,Paid Search,Returning,5,3,14,1.0
Beauty,37.91,2,Delivered,Apple Pay,Desktop,Email,VIP,5,3,14,1.0
Clothing,351.51,2,Delivered,Google Pay,Desktop,Organic,VIP,5,3,14,4.0
Beauty,261.06,3,Delivered,PayPal,Mobile,Paid Search,VIP,5,3,14,7.0
Toys,81.04,2,Delivered,PayPal,Tablet,Paid Search,VIP,5,3,14,5.0
Electronics,321.49,1,Pending,Debit Card,Tablet,Organic,VIP,5,3,14,4.0
Beauty,159.26,3,Shipped,PayPal,Mobile,Social,VIP,5,3,14,1.0
Toys,185.35,1,Pending,Credit Card,Mobile,Paid Search,VIP,5,3,14,2.0
Home,106.55,4,Delivered,Credit Card,Tablet,Paid Search,VIP,5,3,14,5.0
Books,16.58,1,Shipped,Apple Pay,Desktop,Email,VIP,5,3,14,7.0
Home,245.55,2,Delivered,PayPal,Tablet,Paid Search,Returning,5,3,14,4.0
Beauty,269.23,3,Delivered,Debit Card,Mobile,Paid Search,New,5,3,14,7.0
Clothing,151.92,4,Delivered,Apple Pay,Mobile,Social,Returning,5,3,14,7.0
Toys,225.76,3,Shipped,Debit Card,Desktop,Organic,VIP,5,3,14,2.0
Toys,83.09,2,Delivered,Apple Pay,Mobile,Email,Returning,5,3,14,1.0
Clothing,312.97,4,Delivered,Credit Card,Mobile,Social,VIP,5,3,14,6.0
Beauty,44.99,1,Delivered,PayPal,Mobile,Email,VIP,5,3,14,7.0
Electronics,57.37,2,Shipped,PayPal,Mobile,Organic,VIP,5,3,14,6.0
Home,210.09,2,Delivered,Google Pay,Desktop,Paid Search,VIP,5,3,14,6.0
Beauty,375.63,5,Pending,Debit Card,Tablet,Organic,VIP,5,3,14,4.0
Books,383.99,1,Delivered,PayPal,Desktop,Organic,Returning,5,3,14,2.0
Clothing,222.02,1,Pending,Apple Pay,Tablet,Social,Returning,5,3,14,5.0
Electronics,350.11,4,Delivered,PayPal,Desktop,Organic,VIP,5,3,14,2.0
Beauty,473.22,1,Returned,Debit Card,Desktop,Paid Search,New,5,3,14,4.0
Beauty,475.66,6,Shipped,Credit Card,Tablet,Email,VIP,5,3,14,6.0
Beauty,48.49,1,Delivered,PayPal,Mobile,Paid Search,VIP,5,3,14,4.0
Books,21.89,1,Delivered,Credit Card,Tablet,Social,Returning,5,3,14,4.0
Electronics,99.24,3,Shipped,Credit Card,Mobile,Email,VIP,5,3,14,1.0
Beauty,247.84,1,Delivered,PayPal,Tablet,Organic,Returning,5,3,14,2.0
Clothing,262.65,2,Pending,Credit Card,Tablet,Email,Returning,5,3,14,4.0
Beauty,375.09,1,Delivered,Credit Card,Desktop,Email,VIP,5,3,14,6.0
Toys,120.0,2,Delivered,Apple Pay,Mobile,Organic,VIP,5,3,14,1.0
Electronics,30.36,3,Delivered,PayPal,Mobile,Paid Search,VIP,5,4,14,4.0
Clothing,331.09,1,Shipped,Debit Card,Desktop,Social,Returning,5,4,14,1.0
Toys,296.82,4,Delivered,Debit Card,Mobile,Organic,VIP,5,4,14,6.0
Toys,138.28,3,Delivered,Debit Card,Tablet,Organic,VIP,5,4,14,3.0
Home,442.85,5,Delivered,Credit Card,Desktop,Email,New,5,4,14,3.0
Beauty,393.06,1,Returned,PayPal,Tablet,Paid Search,VIP,5,4,14,5.0
Toys,444.64,2,Delivered,PayPal,Tablet,Social,VIP,5,4,14,5.0
Books,448.15,1,Delivered,Apple Pay,Tablet,Paid Search,VIP,5,4,14,3.0
Home,348.59,2,Delivered,Google Pay,Tablet,Organic,New,5,4,14,4.0
Electronics,84.81,2,Delivered,PayPal,Tablet,Organic,VIP,5,4,14,3.0
Home,169.06,3,Delivered,Apple Pay,Mobile,Paid Search,VIP,5,4,14,4.0
Clothing,153.47,1,Shipped,Credit Card,Tablet,Organic,Returning,5,4,14,3.0
Beauty,457.68,1,Delivered,Debit Card,Mobile,Email,VIP,5,4,14,2.0
Clothing,425.23,3,Delivered,Credit Card,Tablet,Paid Search,Returning,5,4,14,2.0
Books,324.45,1,Delivered,Apple Pay,Mobile,Social,Returning,5,4,14,1.0
Electronics,248.42,3,Shipped,Debit Card,Mobile,Organic,VIP,5,4,14,5.0
Electronics,82.38,3,Delivered,Apple Pay,Mobile,Organic,VIP,5,4,14,3.0
Home,7.88,1,Delivered,PayPal,Mobile,Social,VIP,5,4,14,4.0
Home,449.96,2,Shipped,Apple Pay,Mobile,Social,Returning,5,4,14,1.0
Electronics,225.43,2,Delivered,Credit Card,Tablet,Organic,VIP,5,4,14,4.0
Toys,348.81,1,Delivered,Apple Pay,Desktop,Email,VIP,5,4,14,4.0
Electronics,275.24,2,Shipped,Google Pay,Mobile,Social,Returning,5,4,14,1.0
Books,459.46,1,Delivered,PayPal,Mobile,Paid Search,VIP,5,4,14,5.0
Beauty,59.63,2,Shipped,PayPal,Tablet,Social,Returning,5,4,14,6.0
Clothing,387.44,1,Delivered,Debit Card,Tablet,Organic,Returning,5,4,14,3.0
Home,421.91,3,Pending,Google Pay,Desktop,Social,Returning,5,4,14,4.0
Clothing,434.77,1,Delivered,Apple Pay,Tablet,Paid Search,VIP,5,5,14,2.0
Books,343.96,1,Delivered,Credit Card,Desktop,Social,VIP,5,5,14,7.0
Home,265.92,2,Pending,Apple Pay,Tablet,Organic,Returning,5,5,14,1.0
Books,106.53,5,Shipped,Google Pay,Desktop,Paid Search,Returning,5,5,14,6.0
Beauty,183.24,1,Pending,Credit Card,Mobile,Organic,New,5,5,14,6.0
Clothing,480.56,1,Shipped,Credit Card,Mobile,Organic,VIP,5,5,14,5.0
Home,460.04,2,Shipped,Apple Pay,Tablet,Social,Returning,5,5,14,7.0
Books,172.54,1,Delivered,Apple Pay,Tablet,Organic,Returning,5,5,14,3.0
Books,148.77,1,Delivered,Debit Card,Desktop,Social,Returning,5,5,14,6.0
Home,56.45,2,Returned,Credit Card,Desktop,Organic,Returning,5,5,14,1.0
Books,499.93,4,Delivered,Debit Card,Desktop,Email,Returning,5,5,14,5.0
Home,328.58,2,Delivered,Debit Card,Tablet,Social,Returning,5,5,14,2.0
Beauty,29.77,2,Shipped,Google Pay,Tablet,Email,VIP,5,5,14,6.0
Beauty,6.12,1,Delivered,Credit Card,Desktop,Paid Search,Returning,5,5,14,1.0
Beauty,149.03,2,Delivered,Credit Card,Desktop,Email,VIP,5,5,14,3.0
Electronics,467.99,1,Pending,PayPal,Tablet,Social,VIP,5,5,14,1.0
Beauty,378.55,5,Delivered,PayPal,Mobile,Social,Returning,5,5,14,3.0
Electronics,322.62,2,Delivered,Apple Pay,Desktop,Email,VIP,5,5,14,3.0
Books,496.06,2,Shipped,Apple Pay,Tablet,Organic,Returning,5,5,14,2.0
Home,163.12,2,Shipped,Google Pay,Desktop,Paid Search,VIP,5,5,14,7.0
Books,255.29,1,Shipped,Google Pay,Mobile,Email,VIP,5,5,14,5.0
Books,155.38,3,Shipped,Apple Pay,Desktop,Paid Search,VIP,5,6,14,6.0
Toys,412.46,1,Delivered,Credit Card,Tablet,Organic,VIP,5,6,14,2.0
Clothing,196.43,2,Delivered,PayPal,Desktop,Email,VIP,5,6,14,5.0
Toys,217.91,3,Delivered,Google Pay,Desktop,Email,Returning,5,6,14,3.0
Beauty,18.76,1,Delivered,Debit Card,Mobile,Organic,Returning,5,6,14,6.0
Books,121.17,1,Delivered,Credit Card,Mobile,Social,VIP,5,6,14,3.0
Books,247.56,1,Pending,Google Pay,Mobile,Social,Returning,5,6,14,2.0
Beauty,487.6,3,Shipped,Google Pay,Tablet,Organic,Returning,5,6,14,5.0
Toys,219.99,2,Pending,Credit Card,Desktop,Email,VIP,5,6,14,1.0
Beauty,430.04,3,Delivered,Apple Pay,Desktop,Email,VIP,5,6,14,7.0
Home,82.04,3,Delivered,Apple Pay,Tablet,Paid Search,VIP,5,6,14,7.0
Electronics,322.34,4,Delivered,Apple Pay,Tablet,Paid Search,New,5,6,14,1.0
Books,257.12,4,Delivered,PayPal,Mobile,Social,VIP,5,6,14,1.0
Electronics,45.99,2,Shipped,Credit Card,Desktop,Social,VIP,5,6,14,3.0
Books,257.44,1,Delivered,Apple Pay,Tablet,Organic,VIP,5,6,14,4.0
Electronics,249.89,3,Shipped,Credit Card,Tablet,Email,Returning,5,6,14,6.0
Clothing,425.63,1,Shipped,Google Pay,Desktop,Email,VIP,5,6,14,2.0
Electronics,377.64,1,Delivered,Apple Pay,Desktop,Social,VIP,5,6,14,4.0
Home,413.74,1,Delivered,Apple Pay,Tablet,Email,VIP,5,6,14,4.0
Toys,37.28,1,Delivered,Google Pay,Mobile,Email,VIP,5,6,14,6.0
Toys,101.33,1,Delivered,Debit Card,Desktop,Organic,Returning,5,6,14,4.0
Home,29.41,1,Pending,Apple Pay,Desktop,Email,VIP,5,6,14,1.0
Clothing,382.76,1,Delivered,Apple Pay,Tablet,Paid Search,Returning,5,6,14,6.0
Electronics,449.77,3,Shipped,Credit Card,Mobile,Social,Returning,5,6,14,6.0
Home,49.13,1,Shipped,Debit Card,Tablet,Email,New,5,6,14,2.0
Clothing,421.99,1,Delivered,Credit Card,Desktop,Social,Returning,5,6,14,6.0
Electronics,235.02,2,Shipped,PayPal,Tablet,Social,VIP,5,6,14,4.0
Toys,146.2,3,Shipped,PayPal,Tablet,Organic,Returning,5,6,14,2.0
Toys,299.4,2,Returned,Credit Card,Tablet,Email,Returning,5,6,14,1.0
Toys,330.57,1,Delivered,Apple Pay,Tablet,Email,VIP,5,6,14,7.0
Beauty,145.58,3,Delivered,Credit Card,Mobile,Email,Returning,5,6,14,1.0
Toys,28.67,1,Delivered,Credit Card,Mobile,Paid Search,Returning,5,6,14,3.0
Beauty,141.57,2,Shipped,Google Pay,Mobile,Email,Returning,5,6,14,2.0
Electronics,65.56,2,Delivered,Apple Pay,Tablet,Email,VIP,5,6,14,3.0
Books,476.41,1,Delivered,Credit Card,Tablet,Social,VIP,5,0,14,7.0
Books,111.63,3,Delivered,Debit Card,Tablet,Social,VIP,5,0,14,4.0
Beauty,340.11,2,Delivered,Credit Card,Desktop,Social,Returning,5,0,14,4.0
Home,85.92,3,Shipped,Debit Card,Mobile,Paid Search,Returning,5,0,14,5.0
Books,89.47,3,Delivered,Apple Pay,Desktop,Organic,Returning,5,0,14,3.0
Electronics,170.3,2,Delivered,Apple Pay,Desktop,Email,VIP,5,0,14,3.0
Beauty,334.85,2,Delivered,PayPal,Tablet,Email,VIP,5,0,14,2.0
Books,234.24,1,Delivered,Google Pay,Tablet,Social,Returning,5,0,14,7.0
Beauty,359.14,1,Delivered,Credit Card,Mobile,Paid Search,VIP,5,0,14,6.0
Toys,93.8,2,Delivered,Apple Pay,Mobile,Organic,VIP,5,0,14,1.0
Home,370.65,4,Delivered,Debit Card,Mobile,Paid Search,Returning,5,0,14,6.0
Books,326.45,3,Delivered,Debit Card,Tablet,Social,New,5,0,14,5.0
Electronics,366.81,2,Returned,Credit Card,Tablet,Organic,VIP,5,0,14,6.0
Clothing,421.25,3,Delivered,Debit Card,Tablet,Social,New,5,0,14,3.0
Books,297.85,6,Delivered,Debit Card,Mobile,Social,Returning,5,0,14,5.0
Electronics,391.08,7,Delivered,PayPal,Tablet,Social,New,5,0,14,5.0
Beauty,462.21,2,Shipped,Apple Pay,Tablet,Organic,Returning,5,0,14,4.0
Electronics,262.9,1,Delivered,PayPal,Desktop,Paid Search,VIP,5,0,14,3.0
Clothing,416.29,2,Delivered,Debit Card,Mobile,Organic,Returning,5,0,14,1.0
Beauty,465.93,1,Shipped,Debit Card,Desktop,Paid Search,Returning,5,0,14,2.0
Electronics,368.33,1,Shipped,Credit Card,Desktop,Email,Returning,5,0,14,7.0
Home,116.91,3,Shipped,Debit Card,Tablet,Social,VIP,5,0,14,2.0
Home,480.9,1,Pending,PayPal,Tablet,Paid Search,Returning,5,1,14,1.0
Home,409.75,3,Shipped,Google Pay,Mobile,Paid Search,Returning,5,1,14,6.0
Beauty,15.14,1,Pending,Credit Card,Mobile,Organic,VIP,5,1,14,3.0
Clothing,340.35,1,Delivered,PayPal,Desktop,Email,VIP,5,1,14,5.0
Beauty,464.35,3,Shipped,Google Pay,Mobile,Social,Returning,5,1,14,1.0
Books,309.4,1,Delivered,Google Pay,Tablet,Paid Search,Returning,5,1,14,3.0
Electronics,497.52,4,Delivered,Credit Card,Desktop,Email,Returning,5,1,14,5.0
Electronics,254.0,1,Delivered,Google Pay,Mobile,Organic,VIP,5,1,14,6.0
Electronics,482.55,5,Delivered,Apple Pay,Desktop,Organic,VIP,5,1,14,7.0
Clothing,103.31,1,Delivered,Google Pay,Tablet,Organic,New,5,1,14,2.0
Clothing,316.68,1,Delivered,Credit Card,Desktop,Email,Returning,5,1,14,2.0
Home,249.15,4,Delivered,Apple Pay,Desktop,Social,VIP,5,1,14,6.0
Clothing,106.06,1,Delivered,Debit Card,Mobile,Email,VIP,5,1,14,7.0
Electronics,399.11,3,Shipped,PayPal,Tablet,Paid Search,VIP,5,1,14,7.0
Books,173.57,2,Delivered,Debit Card,Mobile,Email,Returning,5,1,14,5.0
Home,229.48,2,Delivered,Google Pay,Mobile,Paid Search,Returning,5,1,14,3.0
Clothing,341.05,3,Delivered,Google Pay,Tablet,Organic,VIP,5,1,14,1.0
Home,450.85,2,Shipped,Credit Card,Desktop,Social,VIP,5,1,14,1.0
Books,322.8,1,Delivered,Apple Pay,Tablet,Organic,New,5,1,14,3.0
Clothing,189.14,2,Delivered,PayPal,Mobile,Email,VIP,5,1,14,2.0
Home,166.11,1,Delivered,Apple Pay,Tablet,Email,VIP,5,1,14,3.0
Clothing,268.11,4,Shipped,PayPal,Mobile,Paid Search,Returning,5,1,14,6.0
Home,162.03,1,Pending,Apple Pay,Desktop,Organic,Returning,5,1,14,6.0
Beauty,38.34,4,Shipped,Credit Card,Desktop,Organic,Returning,5,1,14,3.0
Beauty,264.37,1,Delivered,Apple Pay,Desktop,Paid Search,VIP,5,1,14,7.0
Electronics,449.57,2,Delivered,Google Pay,Desktop,Organic,Returning,5,1,14,6.0
Toys,128.6,2,Delivered,Debit Card,Mobile,Organic,VIP,5,1,14,5.0
Toys,236.34,2,Shipped,Apple Pay,Mobile,Social,Returning,5,1,14,7.0
Clothing,494.63,1,Delivered,PayPal,Tablet,Email,Returning,5,2,14,6.0
Clothing,447.59,2,Delivered,PayPal,Tablet,Organic,VIP,5,2,14,6.0
Toys,114.78,1,Shipped,Google Pay,Mobile,Paid Search,VIP,5,2,14,7.0
Electronics,299.84,1,Pending,Google Pay,Mobile,Organic,VIP,5,2,14,4.0
Home,135.27,6,Delivered,Apple Pay,Tablet,Email,Returning,5,2,14,1.0
Beauty,290.71,1,Delivered,Google Pay,Desktop,Organic,VIP,5,2,14,5.0
Toys,251.16,4,Delivered,Debit Card,Mobile,Organic,Returning,5,2,14,7.0
Electronics,36.17,2,Delivered,Credit Card,Tablet,Paid Search,VIP,5,2,14,5.0
Home,326.38,3,Delivered,Apple Pay,Desktop,Organic,Returning,5,2,14,1.0
Toys,314.56,1,Delivered,Google Pay,Tablet,Organic,Returning,5,2,14,6.0
Beauty,122.83,2,Shipped,Google Pay,Desktop,Paid Search,Returning,5,2,14,3.0
Toys,282.5,2,Delivered,Apple Pay,Tablet,Social,New,5,2,14,4.0
Home,76.2,2,Shipped,Apple Pay,Tablet,Social,New,5,2,14,3.0
Toys,329.14,1,Shipped,PayPal,Tablet,Email,Returning,5,2,14,1.0
Electronics,397.24,1,Delivered,Google Pay,Desktop,Social,VIP,5,2,14,7.0
Beauty,485.51,1,Delivered,PayPal,Tablet,Organic,Returning,5,2,14,1.0
Home,435.15,3,Delivered,Credit Card,Mobile,Email,VIP,5,2,14,5.0
Clothing,406.01,4,Delivered,Credit Card,Mobile,Paid Search,Returning,5,2,14,1.0
Home,401.54,3,Delivered,Apple Pay,Desktop,Organic,VIP,5,2,14,6.0
Books,74.82,3,Delivered,Credit Card,Tablet,Organic,Returning,5,2,14,4.0
Home,64.91,4,Pending,Apple Pay,Tablet,Paid Search,Returning,5,2,14,4.0
Clothing,403.85,2,Delivered,Debit Card,Desktop,Social,VIP,5,2,14,5.0
Books,21.11,4,Pending,Debit Card,Desktop,Email,VIP,5,2,14,1.0
Electronics,401.11,1,Delivered,Debit Card,Desktop,Email,VIP,5,2,14,6.0
Toys,472.01,1,Pending,Apple Pay,Tablet,Paid Search,VIP,5,2,14,2.0
Clothing,456.07,2,Shipped,PayPal,Mobile,Paid Search,VIP,5,3,14,2.0
Electronics,489.8,1,Delivered,Debit Card,Desktop,Organic,Returning,5,3,14,3.0
Toys,400.66,1,Pending,Credit Card,Tablet,Email,Returning,5,3,14,4.0
Beauty,90.23,5,Shipped,Credit Card,Tablet,Organic,VIP,5,3,14,1.0
Electronics,280.15,1,Returned,Apple Pay,Tablet,Email,New,5,3,14,1.0
Beauty,153.99,2,Delivered,Apple Pay,Tablet,Email,VIP,5,3,14,3.0
Beauty,55.69,3,Returned,Google Pay,Desktop,Paid Search,VIP,5,3,14,2.0
Clothing,51.91,1,Delivered,Apple Pay,Tablet,Organic,VIP,5,3,14,1.0
Books,369.78,2,Delivered,PayPal,Mobile,Social,Returning,5,3,14,5.0
Books,472.5,4,Delivered,Credit Card,Mobile,Organic,VIP,5,3,14,1.0
Electronics,426.23,1,Delivered,Debit Card,Desktop,Social,Returning,5,3,14,2.0
Toys,410.43,4,Delivered,Debit Card,Desktop,Organic,VIP,5,3,14,5.0
Books,498.09,2,Delivered,Google Pay,Desktop,Email,Returning,5,3,14,4.0
Electronics,477.98,1,Returned,Google Pay,Tablet,Email,Returning,5,3,14,7.0
Books,381.6,3,Delivered,Apple Pay,Desktop,Email,Returning,5,3,14,7.0
Clothing,45.01,1,Delivered,PayPal,Desktop,Email,VIP,5,3,14,3.0
Home,369.61,1,Delivered,Debit Card,Desktop,Organic,Returning,5,3,14,4.0
Toys,139.22,2,Delivered,Debit Card,Desktop,Paid Search,Returning,5,3,14,1.0
Electronics,14.57,1,Delivered,Debit Card,Mobile,Organic,Returning,5,3,14,4.0
Home,401.83,1,Delivered,Google Pay,Tablet,Organic,VIP,5,3,14,5.0
Books,249.85,1,Pending,PayPal,Mobile,Organic,New,5,3,14,1.0
Toys,353.01,2,Delivered,PayPal,Tablet,Email,Returning,5,3,14,7.0
Home,20.43,2,Shipped,Debit Card,Desktop,Email,VIP,5,3,14,3.0
Electronics,137.43,3,Delivered,Credit Card,Tablet,Paid Search,Returning,5,3,14,5.0
Clothing,24.14,1,Delivered,Google Pay,Desktop,Paid Search,Returning,5,3,14,4.0
Electronics,498.91,4,Delivered,Credit Card,Desktop,Email,Returning,5,3,14,7.0
Electronics,444.6,4,Shipped,Debit Card,Tablet,Organic,Returning,5,3,14,7.0
Home,423.34,1,Shipped,PayPal,Desktop,Paid Search,VIP,5,3,14,6.0
Beauty,229.1,2,Delivered,Google Pay,Desktop,Paid Search,VIP,5,3,14,7.0
Books,268.84,6,Delivered,Google Pay,Desktop,Email,VIP,5,4,14,4.0
Toys,90.3,1,Delivered,PayPal,Desktop,Paid Search,VIP,5,4,14,1.0
Electronics,182.12,1,Delivered,Credit Card,Tablet,Social,New,5,4,14,5.0
Electronics,421.02,1,Shipped,Google Pay,Tablet,Email,VIP,5,4,14,5.0
Toys,222.13,1,Pending,Apple Pay,Mobile,Paid Search,VIP,5,4,14,4.0
Beauty,47.8,4,Delivered,PayPal,Tablet,Paid Search,VIP,5,4,14,2.0
Beauty,6.53,2,Delivered,Debit Card,Tablet,Paid Search,New,5,4,14,6.0
Books,364.03,1,Delivered,Debit Card,Mobile,Email,Returning,5,4,14,3.0
Beauty,65.45,1,Delivered,PayPal,Mobile,Organic,Returning,5,4,14,3.0
Electronics,455.02,1,Delivered,Apple Pay,Mobile,Organic,Returning,5,4,14,2.0
Clothing,445.9,2,Shipped,PayPal,Desktop,Social,VIP,5,4,14,7.0
Books,106.52,1,Delivered,Credit Card,Tablet,Social,Returning,5,4,14,5.0
Books,274.67,4,Shipped,PayPal,Tablet,Paid Search,VIP,5,4,14,7.0
Home,467.18,2,Delivered,Credit Card,Mobile,Organic,VIP,5,4,14,6.0
Clothing,475.02,3,Shipped,Credit Card,Desktop,Social,Returning,5,4,14,4.0
Electronics,95.14,2,Delivered,Google Pay,Desktop,Social,Returning,5,4,14,7.0
Electronics,436.34,1,Delivered,Debit Card,Desktop,Social,Returning,5,4,14,4.0
Books,203.72,1,Delivered,Credit Card,Tablet,Paid Search,VIP,5,4,14,3.0
Beauty,94.29,4,Delivered,Apple Pay,Desktop,Organic,VIP,5,4,14,3.0
Toys,275.86,1,Shipped,Credit Card,Tablet,Organic,Returning,5,4,14,4.0
Toys,249.41,3,Pending,PayPal,Desktop,Social,VIP,5,4,14,6.0
Toys,149.83,4,Delivered,PayPal,Desktop,Social,Returning,5,4,14,3.0
Electronics,109.35,2,Delivered,Apple Pay,Mobile,Paid Search,Returning,5,4,14,5.0
Electronics,67.76,1,Delivered,PayPal,Tablet,Social,Returning,5,4,14,3.0
Books,418.95,1,Pending,Google Pay,Desktop,Social,Returning,5,4,14,4.0
Beauty,250.06,1,Returned,Credit Card,Tablet,Organic,VIP,5,4,14,7.0
Clothing,20.98,2,Delivered,PayPal,Desktop,Paid Search,Returning,5,4,14,7.0
Electronics,254.9,1,Pending,Google Pay,Mobile,Social,Returning,5,5,14,4.0
Beauty,418.44,2,Delivered,Debit Card,Tablet,Organic,Returning,5,5,14,4.0
Clothing,342.02,2,Shipped,Debit Card,Desktop,Paid Search,Returning,5,5,14,1.0
Toys,251.23,1,Delivered,Credit Card,Mobile,Organic,VIP,5,5,14,1.0
Books,375.96,3,Delivered,PayPal,Tablet,Email,Returning,5,5,14,7.0
Toys,342.56,1,Shipped,Apple Pay,Mobile,Paid Search,VIP,5,5,14,6.0
Books,440.95,3,Delivered,Debit Card,Desktop,Paid Search,VIP,5,5,14,3.0
Books,33.66,1,Shipped,Google Pay,Desktop,Social,VIP,5,5,14,1.0
Electronics,402.19,1,Delivered,PayPal,Desktop,Email,VIP,5,5,14,5.0
Books,84.69,3,Delivered,Google Pay,Desktop,Paid Search,Returning,5,5,14,2.0
Electronics,88.67,4,Shipped,Apple Pay,Mobile,Organic,VIP,5,5,14,2.0
Electronics,497.62,2,Delivered,Debit Card,Tablet,Paid Search,Returning,5,5,14,5.0
Electronics,260.02,2,Pending,Google Pay,Tablet,Organic,Returning,5,5,14,3.0
Beauty,397.81,1,Delivered,Apple Pay,Desktop,Email,Returning,5,5,14,7.0
Books,463.67,1,Delivered,Apple Pay,Desktop,Social,VIP,5,5,14,4.0
Home,178.81,3,Delivered,PayPal,Tablet,Email,Returning,5,5,14,3.0
Home,288.13,2,Delivered,PayPal,Tablet,Paid Search,Returning,5,5,14,2.0
Clothing,243.87,3,Delivered,Credit Card,Tablet,Email,VIP,5,5,14,7.0
Books,325.33,1,Delivered,Google Pay,Desktop,Paid Search,Returning,5,5,14,3.0
Electronics,212.0,3,Returned,Debit Card,Mobile,Social,VIP,5,5,14,6.0
Beauty,141.19,2,Delivered,PayPal,Desktop,Email,Returning,5,5,14,3.0
Clothing,119.56,1,Shipped,Credit Card,Tablet,Email,Returning,5,5,14,2.0
